Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gaston, Chris",31:39,5,9,56%,1,3,33%,3,4,75%,0,3,3,1,3,1,1,1,16
"Fernández, Tjader",31:44,1,3,33%,1,6,17%,6,6,100%,1,2,3,5,3,0,0,0,11
"Tejada, Lance",15:20,1,2,50%,0,2,0%,2,2,100%,0,2,2,1,2,3,1,0,4
"Caraballo, Hector",5:18,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,1,0,0,0
"Erazo, Josue",22:40,3,3,100%,2,3,67%,3,5,60%,1,3,4,1,3,0,0,2,15
"Rivera, Javier",3:28,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Branch, Onzie",26:50,3,3,100%,0,2,0%,5,7,71%,1,4,5,3,2,1,1,1,11
"Bass, Paris",35:02,6,14,43%,0,2,0%,9,12,75%,5,10,15,3,2,2,2,2,21
"Jefferson, Cory",27:59,0,3,0%,1,5,20%,1,6,17%,0,4,4,0,2,0,1,2,4
Totals:,,19,38,50%,5,24,21%,29,42,69%,8,30,38,14,19,8,6,8,82
