Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Dawson, Eric",14:55,3,5,60%,0,0,0%,2,2,100%,2,3,5,2,2,2,0,1,8
"Mojica, Sammy",2:24,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Crawford, E.J.",19:41,1,4,25%,1,4,25%,1,1,100%,2,3,5,1,2,0,1,1,6
"Scott, Trevon",26,5,8,63%,0,4,0%,0,0,0%,1,4,5,2,3,1,0,0,10
"Pacheco, Georgie",13:19,0,0,0%,3,5,60%,0,0,0%,0,0,0,1,1,2,2,0,9
"Cheatham, Haanif",28:34,7,11,64%,0,2,0%,1,1,100%,0,0,0,3,1,1,0,0,15
"Liz, Víctor",28:22,5,8,63%,0,2,0%,2,3,67%,2,3,5,2,3,5,2,1,12
"López, Luis",3:25,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,2,0,0,0
"Rivera, Carlos Rubén",17:39,0,2,0%,0,1,0%,0,0,0%,1,2,3,4,3,1,0,0,0
"López, Matt",16:52,2,2,100%,0,0,0%,1,1,100%,0,2,2,0,5,1,0,0,5
"Vassallo, Ángel Daniel",28:49,1,5,20%,1,7,14%,0,0,0%,1,4,5,0,1,0,2,1,5
Totals:,,24,45,53%,5,25,20%,7,8,88%,9,21,30,17,21,15,7,4,70
