Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",19:04,2,6,33%,0,1,0%,2,2,100%,1,0,1,1,0,0,0,0,6
"Branch, Onzie",13:22,1,2,50%,0,1,0%,0,0,0%,0,3,3,1,1,0,0,1,2
"Cordero, Esteban",4:16,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Browne, Gary",34:32,7,15,47%,2,3,67%,5,7,71%,1,8,9,10,2,1,4,0,25
"Wilson, Jeremiah",36:59,4,8,50%,0,4,0%,2,2,100%,2,7,9,2,4,1,0,1,10
"López, Carlos 'Yao'",29:51,1,3,33%,0,2,0%,1,2,50%,4,6,10,3,3,1,0,3,3
"Sosa, Isaac",25:24,2,4,50%,6,10,60%,2,3,67%,0,1,1,1,3,0,0,0,24
"Famous, Jarrid",30:46,7,12,58%,0,0,0%,3,6,50%,2,9,11,1,4,1,0,2,17
"Maldonado, Diego",1:01,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Franklin, Alexander",4:39,0,0,0%,1,3,33%,0,0,0%,0,0,0,0,0,0,0,0,3
Totals:,,24,50,48%,9,25,36%,15,22,68%,10,34,44,19,19,4,4,7,90
