Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Maura, Kevin 'K.J.'",10,1,1,100%,2,4,50%,0,0,0%,0,0,0,0,0,4,0,0,8
"Rivas, Juan Ramón",3:31,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Han, Francis Jonathan",17:40,0,1,0%,1,1,100%,0,0,0%,0,0,0,4,2,3,1,0,3
"Powell, Josh",20:14,2,5,40%,0,0,0%,0,0,0%,1,5,6,3,3,3,2,1,4
"Guzmán, Ánsel",19:48,2,2,100%,1,2,50%,0,0,0%,0,2,2,6,2,1,0,0,7
"Rodríguez, Jonathan",29:59,7,7,100%,6,10,60%,0,1,0%,1,2,3,3,1,2,2,0,32
"Clavell, Gilberto",33:43,4,9,44%,1,6,17%,0,1,0%,2,3,5,3,3,1,2,1,11
"Santiago, Nathanael",0:41,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Butler, Nathaniel",1:49,0,0,0%,0,0,0%,0,0,0%,0,1,1,2,1,0,1,0,0
"Guitián, José",9:03,0,1,0%,1,3,33%,0,0,0%,1,2,3,0,0,0,0,0,3
"Gaston, Chris",18:47,3,8,38%,0,0,0%,0,0,0%,2,4,6,2,1,1,1,1,6
"Smith, Donta",30:24,2,3,67%,4,4,100%,0,0,0%,0,5,5,6,1,1,1,0,16
"Pérez, Owen",4:15,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
Totals:,,21,38,55%,16,30,53%,0,2,0%,7,24,31,29,16,16,10,3,90
