Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Escalera, Carlos",18:05,1,6,17%,4,4,100%,0,0,0%,1,0,1,1,5,1,2,0,14
"Figueroa, Angel 'Buster'",33:59,5,10,50%,1,1,100%,3,3,100%,4,1,5,1,2,1,0,1,16
"Vassallo, Ángel Daniel",35:05,4,10,40%,3,7,43%,9,12,75%,0,13,13,1,4,1,1,1,26
"Guzmán, Ánsel",31:24,1,2,50%,0,3,0%,7,10,70%,0,4,4,6,3,3,1,0,9
"Worthington, Mark",28:23,1,2,50%,0,3,0%,2,5,40%,1,8,9,3,3,3,3,1,4
"Rivera, Jorge Luis",3:04,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Dalmau, Ricardo",15:57,0,0,0%,1,6,17%,1,2,50%,0,2,2,2,2,2,1,0,4
"Pruitt, Shaun",34:03,4,10,40%,0,0,0%,2,5,40%,5,10,15,0,2,2,0,1,10
Totals:,,16,40,40%,9,24,38%,24,37,65%,11,38,49,14,22,13,8,4,83
