Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mac, Sheldon",32:13,4,10,40%,1,8,13%,3,4,75%,1,4,5,5,2,0,1,0,14
"Romer, Janiel Jafet",13:43,1,2,50%,1,2,50%,0,0,0%,0,1,1,0,1,0,2,0,5
"Clark, Earl",31:22,4,8,50%,3,4,75%,0,0,0%,1,5,6,3,1,3,0,0,17
"Soto, Joseph",21:39,1,1,100%,0,2,0%,0,0,0%,0,1,1,4,2,2,0,0,2
"Ortiz, Jose",21:50,1,2,50%,2,2,100%,0,1,0%,0,4,4,4,0,0,2,0,8
"Carmona, Alejandro 'Bimbo'",3:38,0,1,0%,0,0,0%,1,2,50%,0,0,0,0,0,0,0,0,1
"Cruz, Jesus",25:01,2,5,40%,2,3,67%,2,2,100%,1,0,1,2,1,0,1,0,12
"Rivera, Filiberto",15:39,0,0,0%,0,1,0%,0,0,0%,0,1,1,2,0,1,0,0,0
"Torres, Julian",23:19,6,7,86%,0,1,0%,1,2,50%,4,5,9,0,4,0,1,0,13
"De Jesus, James",1:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Manderson, Isaiah",10:35,1,6,17%,0,1,0%,0,0,0%,5,0,5,1,2,0,0,0,2
Totals:,,20,42,48%,9,24,38%,7,11,64%,12,21,33,21,13,7,7,0,74
