Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Quintana, Algenis",2:37,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Tejada, Lance",37:09,4,8,50%,2,6,33%,3,4,75%,0,4,4,8,4,1,1,0,17
"Ortiz, Chris",35:07,3,7,43%,2,7,29%,0,0,0%,1,7,8,2,1,4,1,1,12
"Lugo, Wilmer",8:29,1,1,100%,0,0,0%,0,0,0%,1,1,2,1,1,0,1,0,2
"Monroe, Greg",14:20,0,2,0%,0,0,0%,4,8,50%,0,1,1,0,1,0,0,1,4
"Sosa, Isaac",37:46,2,5,40%,6,10,60%,1,1,100%,1,2,3,0,1,3,0,0,23
"Suero, Gerardo",29:19,2,8,25%,2,6,33%,5,6,83%,2,3,5,2,3,1,2,0,15
"López, Matt",10:12,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,2,0,0,0,0
"Young, Kevin",25:01,6,7,86%,0,1,0%,3,6,50%,8,3,11,1,3,0,3,0,15
Totals:,,18,39,46%,12,30,40%,16,25,64%,14,21,35,14,17,9,8,2,88
