Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",22:36,2,4,50%,0,3,0%,0,0,0%,0,2,2,0,2,0,1,0,4
"Mendoza, Rigoberto",31:16,3,8,38%,0,1,0%,0,2,0%,1,4,5,3,1,0,0,0,6
"Maura, Kevin 'K.J.'",6:33,0,0,0%,0,2,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Rudd, Victor",38:59,5,9,56%,2,9,22%,7,9,78%,0,8,8,4,1,2,1,1,23
"Holland, John",26:08,2,3,67%,2,5,40%,1,2,50%,0,4,4,0,5,0,1,1,11
"Abreu, Álex",33:27,0,1,0%,3,6,50%,0,0,0%,0,1,1,4,2,1,0,0,9
"Andújar, Emmanuel 'Emmy'",39:21,6,8,75%,2,4,50%,4,5,80%,0,9,9,3,3,1,2,0,22
"Burgos, Jeffrey Daniel",1:40,0,1,0%,0,0,0%,1,3,33%,0,0,0,0,1,0,0,0,1
Totals:,,18,34,53%,9,30,30%,13,21,62%,1,28,29,15,15,4,5,2,76
