Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"White, Terrico",28:58,2,3,67%,5,7,71%,3,4,75%,0,2,2,1,4,1,1,0,22
"García, Jonathan",28:51,3,3,100%,3,7,43%,3,5,60%,0,1,1,8,3,1,0,0,18
"Pacheco, Georgie",33:18,6,11,55%,0,2,0%,4,4,100%,1,1,2,4,4,1,1,1,16
"Huertas, Hiram",0:39,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Penn, Kleon",9:39,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Fillyaw, Marcus",11:09,0,0,0%,2,2,100%,2,2,100%,0,2,2,3,4,0,0,0,8
"Josiah, Jahvari",20:42,3,3,100%,0,0,0%,3,4,75%,0,2,2,0,4,1,0,1,9
"Ortiz, Chris",31:11,1,6,17%,1,2,50%,4,4,100%,2,1,3,2,2,2,0,0,9
"McCauley, Ben",35:32,4,12,33%,1,3,33%,5,8,63%,6,9,15,6,3,5,1,1,16
Totals:,,19,38,50%,12,23,52%,24,31,77%,9,18,27,24,24,11,3,3,98
