Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",21:19,4,4,100%,2,6,33%,0,0,0%,0,2,2,0,1,0,0,0,14
"Mendoza, Rigoberto",32:01,4,9,44%,3,3,100%,2,2,100%,2,6,8,3,4,1,0,0,19
"Allende, Leandro",15:51,2,4,50%,0,1,0%,0,0,0%,1,0,1,0,2,0,2,0,4
"Maura, Kevin 'K.J.'",11:21,1,1,100%,0,1,0%,1,1,100%,0,0,0,1,0,1,0,0,3
"Rudd, Victor",35:15,3,5,60%,5,9,56%,5,6,83%,0,7,7,6,1,1,0,0,26
"Abreu, Álex",28:39,1,1,100%,2,5,40%,2,2,100%,0,1,1,9,2,2,2,0,10
"Clavell, Gilberto",14:12,0,3,0%,2,3,67%,2,2,100%,0,1,1,0,5,1,0,0,8
"Andújar, Emmanuel 'Emmy'",35:50,3,6,50%,3,4,75%,4,4,100%,3,3,6,4,3,0,0,1,19
"Burgos, Jeffrey Daniel",5:32,0,2,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,1,0,0
Totals:,,18,35,51%,17,33,52%,16,17,94%,6,21,27,23,19,6,5,1,103
