Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jenkins, Lorenzo",10:01,0,0,0%,0,0,0%,0,0,0%,0,2,2,0,1,2,0,0,0
"Fernández, Tjader",31:21,1,3,33%,3,7,43%,3,4,75%,1,3,4,11,1,1,0,0,14
"Santos, Kenneth",21:01,0,0,0%,3,4,75%,0,0,0%,0,1,1,0,1,0,1,0,9
"Branch, Onzie",22:33,0,2,0%,0,0,0%,0,0,0%,0,0,0,5,0,0,2,0,0
"Aminu, Alade",30:48,7,13,54%,0,0,0%,1,5,20%,3,5,8,1,2,1,0,0,15
"Wheeler, Phillip",33:23,8,16,50%,0,2,0%,2,5,40%,5,4,9,4,1,1,1,0,18
"Fontaine, Isaiah",2:23,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Matos, Jorge L.",20,4,6,67%,3,5,60%,2,3,67%,0,4,4,1,3,2,0,0,19
"Bass, Paris",26:07,5,13,38%,1,3,33%,2,2,100%,1,4,5,2,4,3,0,0,15
"Quinones, Javier A",2:23,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,2,0,0
Totals:,,25,53,47%,10,22,45%,10,19,53%,10,24,34,24,14,11,6,0,90
