Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Williams, Marcus",33:15,6,10,60%,2,8,25%,2,3,67%,2,2,4,2,2,1,1,0,20
"Dalmau, Raymond 'Richie'",34:56,1,3,33%,1,3,33%,0,0,0%,0,3,3,7,3,1,3,0,5
"García, Jonathan",2:08,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Rosas, Samuel",6:50,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,1,0,0
"Lockhart, Ian",11:59,1,1,100%,0,0,0%,0,0,0%,2,2,4,0,1,1,0,0,2
"Vega, Orlando",9,2,3,67%,0,0,0%,0,0,0%,0,0,0,0,0,1,1,0,4
"Jones, Joel",33:51,3,5,60%,2,3,67%,3,4,75%,0,3,3,0,1,1,0,1,15
"Ramos, Peter John",28:01,8,11,73%,0,1,0%,2,4,50%,4,5,9,1,2,2,0,0,18
"Stevenson, Greg",6:57,0,5,0%,0,0,0%,0,0,0%,2,2,4,0,1,1,0,0,0
"Redhage, Shawn",33:03,4,13,31%,1,2,50%,6,7,86%,2,3,5,1,3,2,0,0,17
Totals:,,25,53,47%,6,17,35%,13,18,72%,12,20,32,12,14,10,7,1,81
