Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Edgardo",0:36,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Alvarado, Omar J.",7:48,1,1,100%,0,2,0%,0,0,0%,0,3,3,1,1,2,0,0,2
"Pagan, Wilfredo",24,1,2,50%,0,2,0%,0,0,0%,2,0,2,4,1,1,2,0,2
"Cortes, David",30:47,7,8,88%,0,1,0%,3,3,100%,0,0,0,0,0,0,0,0,17
"Rosa, Angel R.",5:54,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Watson, Michael",5:54,0,0,0%,1,2,50%,0,0,0%,0,0,0,1,2,0,1,0,3
"Pinnock, Danilo",35:17,8,12,67%,1,4,25%,4,4,100%,2,4,6,3,4,2,0,0,23
"Rivera, Carlos Rubén",18:12,1,5,20%,1,3,33%,1,1,100%,0,0,0,1,4,0,1,0,6
"Figueroa, Angel 'Buster'",38:33,10,14,71%,2,5,40%,0,3,0%,1,3,4,3,2,3,3,1,26
"Aubry, Jeffrion",31:32,4,6,67%,0,0,0%,1,2,50%,6,9,15,1,3,2,1,1,9
"Hernandez, Samuel",1:27,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
Totals:,,32,48,67%,5,22,23%,9,13,69%,11,21,32,14,17,10,8,2,88
