Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alvarado, Omar J.",9:56,1,1,100%,1,2,50%,0,0,0%,1,1,2,1,1,0,0,0,5
"Pagan, Wilfredo",25:30,0,3,0%,2,3,67%,4,4,100%,0,5,5,6,2,0,1,0,10
"Cruz, Rafael 'Pachy'",7:58,0,1,0%,0,1,0%,0,0,0%,1,2,3,0,2,1,0,0,0
"Rivera, Raul",5:13,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,4,0,1,0,2
"Cortes, David",27:27,6,8,75%,1,3,33%,2,2,100%,1,0,1,3,0,0,3,1,17
"Rosa, Angel R.",3:43,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Watson, Michael",13:45,2,2,100%,5,9,56%,1,2,50%,0,0,0,0,1,0,0,0,20
"Pinnock, Danilo",34:15,3,7,43%,1,4,25%,0,0,0%,0,2,2,4,2,1,1,0,9
"Rivera, Carlos Rubén",6:32,0,0,0%,0,0,0%,0,0,0%,0,1,1,2,0,1,0,0,0
"Figueroa, Angel 'Buster'",36:06,6,8,75%,4,8,50%,7,9,78%,1,2,3,2,3,1,2,0,31
"Aubry, Jeffrion",29:35,7,8,88%,0,0,0%,0,2,0%,4,4,8,1,5,1,0,0,14
Totals:,,26,41,63%,14,31,45%,14,19,74%,8,17,25,19,20,5,8,1,108
