Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jones, Jumaine",36:28,2,5,40%,1,6,17%,0,0,0%,3,3,6,4,3,4,1,0,7
"De Jesus, Angel",14:12,0,0,0%,0,1,0%,2,2,100%,0,5,5,5,3,2,0,0,2
"Escalera, Carlos",37:19,12,18,67%,4,4,100%,4,6,67%,0,1,1,4,1,2,3,0,40
"Bermudez, Eduardo",4:06,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Ortiz, Andres",9:26,0,0,0%,0,0,0%,0,2,0%,1,0,1,0,2,0,0,0,0
"Ortiz, Fernando",12:11,1,2,50%,0,1,0%,1,2,50%,1,1,2,2,3,0,1,0,3
"Rivera, Jorge Luis",9:26,2,4,50%,1,2,50%,0,0,0%,0,2,2,0,0,0,0,1,7
"Caro, Ismael",25:38,2,3,67%,3,4,75%,0,0,0%,0,3,3,3,3,2,0,0,13
"Sanchez, Angel M.",7:08,2,2,100%,0,0,0%,0,0,0%,1,0,1,0,2,0,0,0,4
"Hiraldo, Christopher",15:24,0,1,0%,0,3,0%,0,0,0%,0,1,1,1,2,0,1,0,0
"Muoneke, Gabriel",28:42,4,5,80%,3,4,75%,2,2,100%,0,5,5,1,2,3,3,2,19
Totals:,,25,40,63%,12,25,48%,9,14,64%,6,22,28,20,21,13,9,3,95
