Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",15:33,1,3,33%,0,2,0%,0,0,0%,0,0,0,2,1,0,0,0,2
"Rodriguez, Angel Daniel",37:33,5,7,71%,2,4,50%,6,7,86%,2,1,3,12,3,6,3,0,22
"Carattini, Víctor",1:47,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Santiago, Jr., Benito",11:24,1,1,100%,2,4,50%,0,0,0%,0,2,2,0,4,0,0,0,8
"Romero, Ismael",24:07,5,5,100%,0,0,0%,2,4,50%,1,9,10,0,4,0,1,1,12
"Bruesewitz, Michael J.",26:57,1,1,100%,1,4,25%,3,6,50%,0,4,4,6,4,2,0,0,8
"Mojica, Javier",36:06,2,6,33%,6,10,60%,2,2,100%,1,3,4,4,0,1,0,0,24
"Uter, Adrian",28:56,5,9,56%,0,0,0%,8,9,89%,2,3,5,1,3,1,0,0,18
"Cruz, Alvin",17:37,1,2,50%,3,4,75%,0,0,0%,1,3,4,5,1,2,3,0,11
Totals:,,21,34,62%,14,28,50%,21,28,75%,7,25,32,30,20,12,7,1,105
