Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Robinson, Thomas",28:46,6,13,46%,0,0,0%,2,3,67%,4,7,11,1,4,7,0,0,14
"Colón, Benjamín",26:19,2,3,67%,0,1,0%,0,0,0%,2,5,7,2,2,0,0,0,4
"Rivera, Luis A",1,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Lynch, J.R.",6:05,2,2,100%,0,1,0%,0,0,0%,0,2,2,1,0,2,1,0,4
"Clemente, Denis",25:02,4,5,80%,0,1,0%,0,1,0%,0,2,2,0,3,2,0,0,8
"Rivera, Filiberto",13:07,1,2,50%,1,1,100%,1,2,50%,0,2,2,4,1,1,0,0,6
"Sosa, Isaac",31:51,2,5,40%,0,1,0%,0,0,0%,0,2,2,1,1,1,0,0,4
"Pérez, Rafael",5:21,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Matos, Jorge L.",13:05,0,1,0%,1,2,50%,0,0,0%,0,1,1,2,1,2,0,0,3
"Cunningham, Dante",29:50,2,6,33%,2,6,33%,2,2,100%,1,3,4,1,1,2,2,0,12
"Garcia, Angel 'Piwi'",12:58,0,0,0%,2,3,67%,2,2,100%,0,2,2,1,1,1,0,0,8
"Barea, José Juan",6:36,0,0,0%,0,1,0%,2,2,100%,0,0,0,1,0,3,0,0,2
Totals:,,19,38,50%,6,17,35%,9,12,75%,7,27,34,14,15,21,3,0,65
