Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ocasio, Jonathan",24:07,1,9,11%,2,5,40%,0,0,0%,3,1,4,1,3,2,1,0,8
"Barham, Marcus",26:04,1,5,20%,2,5,40%,2,2,100%,1,0,1,0,2,1,0,1,10
"Mauras, Khary",30:22,4,6,67%,0,3,0%,1,2,50%,1,2,3,3,2,1,2,0,9
"Millet, Melvin",24:09,3,6,50%,0,0,0%,2,2,100%,2,6,8,0,1,1,2,0,8
"Rivera, Javier",2:48,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Rial, Fabian",1:03,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Betancourt, Carmelo",6:08,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,1,1,0,0,0
"Rivera, Félix",14:40,2,6,33%,0,0,0%,1,2,50%,2,1,3,1,3,0,1,0,5
"Suero, Gerardo",34:04,7,13,54%,2,3,67%,5,5,100%,4,4,8,2,2,3,2,0,25
"Costner, Brandon",36:35,6,10,60%,1,4,25%,6,6,100%,1,6,7,3,2,1,0,0,21
Totals:,,25,57,44%,8,21,38%,17,19,89%,14,20,34,11,16,10,8,1,91
