Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Robin",2:28,1,1,100%,0,0,0%,0,2,0%,0,0,0,0,0,1,0,0,2
"White, Terrico",20:21,3,4,75%,3,7,43%,2,2,100%,1,2,3,0,1,0,0,0,17
"García, Jonathan",19:28,2,2,100%,1,4,25%,1,2,50%,0,5,5,4,0,0,0,0,8
"Pacheco, Georgie",22:16,5,6,83%,0,1,0%,0,0,0%,2,3,5,4,1,2,1,0,10
"Huertas, Hiram",2:51,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Penn, Kleon",10:47,2,2,100%,0,0,0%,0,0,0%,0,2,2,1,2,0,0,1,4
"Benson, Anthony M.",3:19,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Fillyaw, Marcus",18:04,2,3,67%,1,4,25%,3,4,75%,0,3,3,3,2,0,1,0,10
"Josiah, Jahvari",15:39,1,1,100%,2,3,67%,0,0,0%,4,3,7,3,2,0,2,1,8
"Ortiz, Chris",32:25,3,5,60%,4,9,44%,1,2,50%,0,5,5,3,0,3,0,3,19
"McCauley, Ben",21:47,1,6,17%,0,1,0%,2,4,50%,4,4,8,5,3,0,0,0,4
"Franklin, Alexander",30:34,3,8,38%,1,3,33%,0,0,0%,3,3,6,3,2,3,2,0,9
Totals:,,23,38,61%,12,32,38%,9,16,56%,14,31,45,27,13,9,6,5,91
