Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",36:55,4,15,27%,2,6,33%,12,12,100%,0,1,1,7,3,3,1,0,26
"Clemente, Ramon",17:45,2,2,100%,1,1,100%,3,3,100%,1,4,5,0,3,1,1,0,10
"Soto, Joseph",8:11,0,0,0%,0,3,0%,2,2,100%,0,1,1,1,1,0,0,0,2
"Rosario, Mike",28:19,2,6,33%,3,3,100%,2,3,67%,0,0,0,3,3,4,0,1,15
"Daniels, Will",26:27,5,9,56%,0,4,0%,4,5,80%,1,4,5,2,4,1,1,0,14
"Carmona, Alejandro 'Bimbo'",16:51,1,3,33%,1,2,50%,0,0,0%,1,3,4,1,2,0,0,0,5
"Colón, Alexis 'Bebo'",20:44,0,1,0%,1,1,100%,0,0,0%,0,1,1,2,1,0,3,0,3
"Hernández, Luis 'Pelacoco'",14:37,3,4,75%,0,0,0%,6,8,75%,1,0,1,0,2,0,0,1,12
"Polo, Tyler",7:52,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Díaz, Jorge Brian",19:20,2,3,67%,0,1,0%,0,0,0%,3,4,7,1,3,0,1,1,4
"Emory, Carlos",2:59,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,19,43,44%,8,22,36%,29,33,88%,7,19,26,18,22,9,7,3,91
