Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",36:27,2,8,25%,4,7,57%,6,8,75%,0,3,3,14,2,1,3,0,22
"Soto, Joseph",3:33,0,1,0%,0,1,0%,0,0,0%,1,1,2,0,0,0,0,0,0
"Rodriguez, Jose G.",29:56,2,5,40%,4,5,80%,2,2,100%,0,5,5,4,4,3,1,0,18
"Rosario, Mike",21:46,0,6,0%,0,1,0%,3,3,100%,3,3,6,2,1,1,1,0,3
"Daniels, Will",36:49,7,13,54%,2,5,40%,6,6,100%,4,3,7,1,4,2,1,1,26
"Carmona, Alejandro 'Bimbo'",11:44,3,3,100%,0,0,0%,0,1,0%,2,1,3,1,1,0,0,0,6
"Colón, Alexis 'Bebo'",31:52,1,3,33%,1,3,33%,0,0,0%,4,6,10,2,0,1,1,0,5
"Hernández, Luis 'Pelacoco'",11:45,2,3,67%,0,1,0%,0,0,0%,0,1,1,1,3,0,1,1,4
"Polo, Tyler",3:24,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,0,1,0,0,0
"Díaz, Jorge Brian",12:44,3,4,75%,0,0,0%,0,0,0%,1,1,2,0,0,2,0,1,6
Totals:,,20,46,43%,11,23,48%,17,20,85%,16,24,40,25,15,11,8,3,90
