Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Reese, Derek",19:42,0,6,0%,0,0,0%,0,0,0%,2,2,4,2,1,3,2,0,0
"Ledo, Ricardo",39:11,8,11,73%,3,9,33%,1,2,50%,1,6,7,6,3,3,1,0,26
"Gines, Jose",8:48,2,2,100%,2,4,50%,0,0,0%,0,0,0,0,0,1,1,0,10
"Garrett, Diante",33:11,3,5,60%,0,3,0%,1,2,50%,1,1,2,10,2,2,1,0,7
"Ortiz, Jose",15:19,2,3,67%,1,4,25%,0,0,0%,0,3,3,2,3,0,0,0,7
"Martínez, Wil",26:13,4,6,67%,3,8,38%,0,0,0%,0,1,1,0,0,1,0,0,17
"Rodriguez, Hector",8:25,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Parker-Rivera, Timajh",31:24,6,11,55%,0,0,0%,0,2,0%,8,9,17,1,3,2,2,0,12
"Torres, Julian",12:42,3,5,60%,0,1,0%,1,2,50%,1,1,2,1,1,0,1,0,7
"Alamo, Angel 'Junito'",5:05,0,2,0%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,0
Totals:,,28,51,55%,9,30,30%,3,8,38%,13,24,37,23,14,12,8,0,86
