Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jenkins, Lorenzo",5:23,0,1,0%,0,0,0%,2,2,100%,0,0,0,0,1,0,1,0,2
"Fernández, Tjader",36:13,2,4,50%,2,6,33%,2,2,100%,1,3,4,4,2,1,2,0,12
"García, Jonathan",9:01,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Belardo, Gabriel J.",36:18,7,10,70%,1,6,17%,2,2,100%,1,3,4,2,0,3,3,0,19
"Morales, Darius",6:49,1,2,50%,0,0,0%,0,0,0%,0,0,0,1,2,1,0,2,2
"Branch, Onzie",36:13,7,10,70%,0,1,0%,2,2,100%,3,1,4,6,2,0,3,0,16
"Aminu, Alade",23:40,4,9,44%,0,0,0%,1,1,100%,2,1,3,1,4,3,2,1,9
"Wheeler, Phillip",10:02,1,2,50%,0,0,0%,2,3,67%,0,2,2,0,2,2,0,0,4
"Bass, Paris",36:21,11,15,73%,3,7,43%,8,8,100%,2,12,14,4,5,4,0,0,39
Totals:,,33,53,62%,6,20,30%,19,20,95%,9,23,32,18,19,14,11,3,103
