Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rolón, Tyquan",32:44,1,3,33%,2,4,50%,4,4,100%,1,2,3,5,0,0,1,0,12
"Crawford, E.J.",17:44,1,4,25%,1,6,17%,0,0,0%,0,2,2,0,3,0,0,0,5
"Han, Francis Jonathan",30:35,2,2,100%,3,6,50%,0,0,0%,0,6,6,8,3,1,0,0,13
"Nuñez, Angel",34:16,2,5,40%,5,8,63%,8,10,80%,1,9,10,2,2,1,1,0,27
"Orozco, William",6:58,0,0,0%,1,3,33%,0,0,0%,1,0,1,0,1,0,1,0,3
"Bishop, Tony",30:43,9,14,64%,0,4,0%,8,9,89%,2,2,4,2,4,1,2,1,26
"Rodriguez, Ernesto",3:12,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Young, Kevin",8:03,1,2,50%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,2
"Stockton, David",35:45,3,5,60%,4,6,67%,1,1,100%,1,1,2,9,3,3,3,0,19
Totals:,,19,36,53%,16,37,43%,21,24,88%,6,24,30,27,17,6,8,1,107
