Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",37:27,5,11,45%,3,8,38%,13,13,100%,1,4,5,4,0,2,3,0,32
"Clemente, Ramon",18:58,1,2,50%,0,1,0%,2,4,50%,3,0,3,3,4,2,0,0,4
"Soto, Joseph",7:51,0,0,0%,0,0,0%,0,0,0%,1,0,1,2,1,0,1,0,0
"Rodriguez, Jose G.",29:59,5,10,50%,0,1,0%,4,4,100%,1,8,9,2,2,2,0,2,14
"Rosario, Mike",20:47,3,4,75%,2,7,29%,1,1,100%,2,0,2,0,2,0,0,0,13
"Daniels, Will",30:34,4,7,57%,2,4,50%,0,0,0%,1,2,3,0,2,2,0,0,14
"Pineiro, Isaiah",25:25,1,4,25%,1,2,50%,6,6,100%,0,5,5,0,3,4,0,0,11
"Carmona, Alejandro 'Bimbo'",2:16,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Colón, Alexis 'Bebo'",24:03,1,2,50%,1,2,50%,0,0,0%,3,3,6,2,4,0,2,0,5
"Polo, Tyler",2:40,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,20,41,49%,9,25,36%,26,28,93%,12,22,34,13,18,12,6,2,93
