Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",18:43,3,4,75%,0,2,0%,2,2,100%,0,0,0,2,1,1,0,0,8
"Mendoza, Rigoberto",29:10,4,9,44%,1,3,33%,2,3,67%,3,5,8,1,1,2,1,0,13
"Allende, Leandro",14:48,2,2,100%,0,3,0%,0,1,0%,1,0,1,0,1,0,1,0,4
"Maura, Kevin 'K.J.'",12:36,0,1,0%,0,0,0%,3,4,75%,2,1,3,3,1,0,1,0,3
"Rudd, Victor",24:15,2,3,67%,1,7,14%,0,0,0%,2,7,9,0,4,5,0,0,7
"Abreu, Álex",17:58,1,1,100%,1,6,17%,0,0,0%,0,0,0,2,3,0,0,0,5
"Clavell, Gilberto",29:43,4,11,36%,1,3,33%,0,0,0%,2,3,5,0,1,2,1,0,11
"Ralat, Antonio",1:33,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Rivas, Juan Ramón",6:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Andújar, Emmanuel 'Emmy'",29:57,5,7,71%,0,1,0%,1,2,50%,0,2,2,0,1,1,0,0,11
"Burgos, Jeffrey Daniel",15:10,1,1,100%,0,1,0%,0,0,0%,0,3,3,0,3,2,0,0,2
Totals:,,22,40,55%,4,26,15%,8,12,67%,10,22,32,9,16,14,4,0,64
