Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jenkins, Lorenzo",14:47,0,1,0%,1,2,50%,0,0,0%,0,2,2,0,2,0,0,0,3
"Fernández, Tjader",37:17,7,11,64%,2,4,50%,2,2,100%,0,3,3,11,2,3,2,0,22
"Santos, Kenneth",5:56,2,2,100%,0,2,0%,0,0,0%,0,0,0,0,0,0,0,0,4
"Branch, Onzie",18:52,2,2,100%,0,1,0%,2,4,50%,0,1,1,2,2,2,1,0,6
"Villaman, Pedro",2:04,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Aminu, Alade",29:50,5,9,56%,0,0,0%,2,2,100%,3,9,12,3,1,5,1,0,12
"Wheeler, Phillip",23:25,3,5,60%,0,0,0%,6,7,86%,1,4,5,0,3,2,1,0,12
"Matos, Jorge L.",25:06,3,6,50%,1,5,20%,1,2,50%,2,2,4,1,1,1,0,1,10
"Glover, Jordan",2:43,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Bass, Paris",37:17,10,12,83%,1,4,25%,2,2,100%,3,9,12,6,1,8,1,1,25
"Quinones, Javier A",2:43,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0
Totals:,,32,48,67%,5,19,26%,15,19,79%,9,31,40,23,13,21,6,2,94
