Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",26:12,5,7,71%,0,2,0%,5,7,71%,0,4,4,1,3,4,1,0,15
"Ford, Aleem",27:08,0,2,0%,2,8,25%,2,2,100%,0,5,5,2,1,0,1,0,8
"Thompson, Deon",33:15,6,11,55%,0,2,0%,3,4,75%,2,5,7,1,1,0,1,0,15
"Zambrana, Xavier",5:34,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Cruz, Ismael Yomar",15:18,3,7,43%,1,4,25%,4,4,100%,3,4,7,2,0,0,0,0,13
"Cheatham, Haanif",18:20,1,3,33%,0,0,0%,1,2,50%,1,2,3,4,0,1,1,0,3
"López, Luis",3:38,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Renfroe, Alex",33:29,3,5,60%,2,4,50%,3,4,75%,3,4,7,9,3,3,1,0,15
"Murphy, Jordan",25:05,3,6,50%,0,2,0%,4,6,67%,3,5,8,0,4,0,3,0,10
"Vassallo, Ángel Daniel",12:01,1,2,50%,2,4,50%,0,0,0%,0,0,0,0,0,1,0,1,8
Totals:,,23,44,52%,7,26,27%,22,29,76%,12,29,41,19,13,9,8,1,89
