Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",26:52,5,8,63%,3,3,100%,4,5,80%,1,1,2,1,4,2,2,0,23
"Ocasio, Jonathan",12:44,1,2,50%,0,1,0%,2,2,100%,0,1,1,0,1,1,0,0,4
"Allende, Leandro",17:02,0,0,0%,1,2,50%,0,0,0%,0,1,1,0,2,0,0,0,3
"Maura, Kevin 'K.J.'",24:16,2,2,100%,1,3,33%,0,0,0%,0,0,0,8,0,2,1,0,7
"Abreu, Álex",21:31,0,1,0%,2,5,40%,2,2,100%,0,1,1,5,5,5,2,0,8
"Pellot, Emmanuel",3:45,1,1,100%,0,2,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Rivera, Filiberto",18:29,1,3,33%,0,0,0%,2,2,100%,0,1,1,2,1,1,0,0,4
"Costner, Brandon",31:15,1,2,50%,3,9,33%,7,8,88%,1,7,8,3,3,5,3,1,18
"Garcia, Angel 'Piwi'",11:22,3,3,100%,0,3,0%,0,0,0%,2,1,3,1,1,0,1,1,6
"Jones, Joseph",32:44,6,10,60%,0,1,0%,5,6,83%,4,6,10,1,2,0,0,0,17
Totals:,,20,32,63%,10,29,34%,22,25,88%,8,20,28,21,19,16,9,2,92
