Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Fernández, Tjader",28:31,0,3,0%,6,12,50%,3,3,100%,2,0,2,2,3,1,2,0,21
"Erazo, Josue",11:59,0,0,0%,0,1,0%,1,2,50%,0,2,2,2,4,1,1,0,1
"Gonzalez, Luis",1:55,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Sanabria, Glenn",18:53,0,3,0%,2,2,100%,0,0,0%,2,0,2,1,2,2,1,0,6
"Santos, Kenneth",1:55,0,0,0%,1,2,50%,0,0,0%,0,1,1,0,0,0,0,0,3
"Díaz, Jorge Brian",16:28,4,4,100%,0,0,0%,0,0,0%,0,0,0,1,2,0,0,0,8
"Hernández, Luis 'Pelacoco'",19:21,5,9,56%,0,0,0%,0,0,0%,7,2,9,0,4,2,0,3,10
"Bishop, Tony",31:59,1,10,10%,1,2,50%,0,0,0%,1,11,12,2,4,6,2,1,5
"Gonzalez, Goree Venable",1:55,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,1,1,0,0,0
"Cole, Norris",33:43,7,12,58%,3,11,27%,1,3,33%,2,4,6,10,4,2,1,0,24
"Gordon, Antonio",5:16,1,1,100%,0,1,0%,0,0,0%,2,0,2,0,3,0,0,0,2
"Rodriguez, Jose G.",28:05,2,7,29%,1,3,33%,0,0,0%,2,7,9,1,3,3,1,0,7
Totals:,,21,51,41%,14,35,40%,5,8,63%,19,27,46,19,30,18,8,4,89
