Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Life, James",23:51,1,1,100%,0,5,0%,0,0,0%,0,2,2,2,2,0,1,0,2
"García, Jonathan",36:18,3,6,50%,0,2,0%,0,0,0%,0,4,4,4,3,1,2,0,6
"Berdiel, Miguel 'Ali'",14:23,1,4,25%,0,2,0%,1,2,50%,1,3,4,2,1,2,1,0,3
"Erazo, Armando",8:44,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,1,1,1,0,0
"Guitián, José",19:26,4,6,67%,2,4,50%,1,1,100%,0,2,2,0,2,2,0,0,15
"Henderson, Mychal",1:07,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ofoegbu, Ike",20:34,3,7,43%,0,1,0%,0,0,0%,0,6,6,0,0,0,1,0,6
"Konecny, Mark",5:53,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Robinson, Brandon",35:37,6,8,75%,1,4,25%,3,4,75%,1,4,5,3,3,2,2,3,18
"Penn, Kleon",34:07,6,10,60%,0,0,0%,0,0,0%,1,3,4,2,2,2,0,3,12
Totals:,,24,42,57%,3,20,15%,5,7,71%,3,25,28,14,14,11,8,6,62
