Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clemente, Ramon",23:42,4,6,67%,0,1,0%,1,1,100%,2,4,6,0,1,1,1,0,9
"Rodriguez, Jose G.",13:38,0,0,0%,1,3,33%,0,0,0%,0,1,1,1,0,0,0,1,3
"Alvarado, Omar J.",7:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Duran, Cliff",22:54,4,8,50%,0,3,0%,0,0,0%,1,0,1,5,3,3,2,0,8
"Suárez, Rasham",17:05,1,3,33%,1,3,33%,1,4,25%,0,0,0,2,2,2,1,0,6
"Butler, Nathaniel",16:21,1,2,50%,0,0,0%,1,2,50%,0,2,2,2,2,1,1,0,3
"Mitchell, Tony",27:33,3,5,60%,3,8,38%,4,4,100%,3,5,8,1,0,1,0,0,19
"Laury, David",30:39,6,8,75%,0,1,0%,4,5,80%,1,5,6,1,0,1,1,0,16
"Young, Kevin",13:49,1,1,100%,0,0,0%,0,0,0%,0,2,2,1,0,1,0,1,2
"Collier, Devon",26:56,4,15,27%,1,3,33%,0,0,0%,4,6,10,1,4,1,0,0,11
Totals:,,24,48,50%,6,22,27%,11,16,69%,11,25,36,14,13,11,6,2,77
