Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",18:14,1,2,50%,1,4,25%,0,3,0%,1,1,2,2,2,1,1,0,5
"Mojica, Sammy",11:46,0,2,0%,1,1,100%,0,0,0%,0,2,2,0,0,1,1,0,3
"Rivera, Angel 'Comby'",5:33,1,1,100%,0,1,0%,2,2,100%,0,1,1,4,0,0,0,0,4
"Branch, Onzie",20:12,2,4,50%,1,1,100%,2,3,67%,1,2,3,1,1,0,1,0,9
"Cordero, Esteban",12:34,1,1,100%,0,0,0%,0,0,0%,0,2,2,2,1,2,1,1,2
"López, Carlos 'Yao'",23:07,3,5,60%,0,0,0%,3,6,50%,4,5,9,2,1,2,0,2,9
"Sosa, Isaac",21:34,0,2,0%,2,4,50%,1,2,50%,1,0,1,1,0,1,0,0,7
"Putney, Raphiael",23:40,0,3,0%,0,4,0%,2,2,100%,0,4,4,2,1,1,0,1,2
"Mayo, Ovinton 'O.J'",18:52,3,7,43%,0,2,0%,0,0,0%,0,1,1,3,3,2,1,0,6
"Franklin, Alexander",27:31,5,5,100%,3,7,43%,1,4,25%,0,2,2,2,1,3,2,1,20
"Brady, Chris",16:52,2,4,50%,1,1,100%,1,2,50%,1,3,4,1,3,3,1,0,8
Totals:,,18,36,50%,9,25,36%,12,24,50%,8,23,31,20,13,16,8,5,75
