Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",17:10,2,2,100%,0,1,0%,1,1,100%,0,1,1,0,2,1,0,0,5
"Cintrón, Raymond",5:51,0,0,0%,0,1,0%,1,2,50%,0,1,1,1,0,0,0,0,1
"Elonu, Chinemelu",18:26,0,0,0%,0,0,0%,0,0,0%,1,6,7,1,5,1,0,1,0
"Hodge Jr., Walter",34:39,2,7,29%,3,5,60%,4,4,100%,0,1,1,6,4,5,0,0,17
"Pérez, Rafael",5:12,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,1,0,0
"Villegas, Johwen",17:31,4,6,67%,0,2,0%,3,4,75%,3,0,3,0,2,0,1,0,11
"Huertas, David",34:20,3,5,60%,3,8,38%,4,4,100%,0,6,6,5,3,6,1,0,19
"Matías, Ángel L.",10:39,1,1,100%,1,1,100%,0,0,0%,0,1,1,0,1,0,0,0,5
"Jefferson, Davon",39:44,10,16,63%,0,0,0%,4,4,100%,2,8,10,3,1,5,4,3,24
"Rodriguez, Wilfredo 'Willie'",16:24,0,1,0%,1,1,100%,0,0,0%,0,2,2,1,4,0,0,0,3
Totals:,,22,38,58%,8,19,42%,17,19,89%,6,26,32,17,23,19,7,4,85
