Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",21:54,3,6,50%,0,1,0%,3,4,75%,0,4,4,0,2,1,0,0,9
"Berdiel, Miguel 'Ali'",8:59,1,3,33%,0,2,0%,0,0,0%,0,0,0,2,0,1,2,0,2
"Alvarado, Omar J.",5:54,1,1,100%,0,1,0%,0,0,0%,1,1,2,0,1,0,0,0,2
"Ayuso, Elias 'Larry'",34:05,2,4,50%,3,10,30%,6,6,100%,0,1,1,3,3,3,1,0,19
"Young, Sam",38:19,11,13,85%,0,2,0%,4,5,80%,3,7,10,2,2,3,0,2,26
"Rivera, Filiberto",32:41,3,5,60%,1,2,50%,2,5,40%,2,4,6,6,2,0,0,0,11
"Guitián, José",4:06,0,0,0%,0,0,0%,0,0,0%,1,0,1,1,1,0,1,0,0
"Wilkinson, Gary",33:31,3,5,60%,4,7,57%,0,0,0%,1,6,7,0,4,0,0,1,18
"Penn, Kleon",20:27,1,2,50%,0,0,0%,0,0,0%,0,3,3,0,0,1,1,4,2
Totals:,,25,39,64%,8,25,32%,15,20,75%,8,26,34,14,15,9,5,7,89
