Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",30:12,7,13,54%,0,3,0%,0,0,0%,1,2,3,3,3,1,3,0,14
"Han, Francis Jonathan",9:51,1,1,100%,0,1,0%,0,0,0%,0,1,1,1,0,1,0,0,2
"Abreu, Álex",30:08,1,7,14%,0,6,0%,0,0,0%,1,0,1,9,2,2,3,0,2
"Rodríguez, Jonathan",0:12,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Clavell, Gilberto",34:35,9,13,69%,0,1,0%,6,6,100%,5,1,6,0,4,0,0,1,24
"Andújar, Emmanuel 'Emmy'",29:14,4,5,80%,0,1,0%,1,2,50%,2,6,8,5,2,2,1,0,9
"Guitián, José",16:37,1,1,100%,0,1,0%,0,0,0%,1,2,3,1,4,3,1,1,2
"Gaston, Chris",13:33,2,5,40%,0,0,0%,3,4,75%,3,6,9,1,4,3,0,0,7
"López, Matt",10:33,1,4,25%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,2
"Pérez, Owen",0:12,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Samhan, Omar",24:47,3,6,50%,2,3,67%,1,3,33%,1,2,3,1,4,1,1,1,13
Totals:,,29,55,53%,2,16,13%,11,15,73%,14,21,35,21,24,14,9,3,75
