Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Daniels, Will",25:37,9,14,64%,1,3,33%,1,1,100%,3,2,5,1,3,1,0,1,22
"Howard, Jordan",40,9,13,69%,0,4,0%,4,4,100%,1,4,5,3,1,1,0,0,22
"Belardo, Gabriel J.",32:22,2,5,40%,0,3,0%,0,2,0%,0,6,6,7,2,2,4,0,4
"Huertas, Hiram",6:19,0,1,0%,0,0,0%,0,0,0%,0,1,1,1,0,1,0,0,0
"Penn, Kleon",10,1,1,100%,0,0,0%,0,0,0%,2,1,3,0,0,0,0,1,2
"Piñeiro, Juan Pablo",24:34,2,5,40%,0,1,0%,2,3,67%,2,3,5,0,2,1,0,0,6
"Ortiz, Chris",27:50,4,5,80%,2,3,67%,0,0,0%,0,5,5,1,0,1,0,1,14
"McCauley, Ben",33:18,5,10,50%,0,1,0%,2,2,100%,3,4,7,7,4,3,2,2,12
Totals:,,32,54,59%,3,15,20%,9,12,75%,11,26,37,20,12,10,6,5,82
