Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",28:15,3,8,38%,1,6,17%,0,0,0%,1,6,7,2,1,5,0,0,9
"Clemente, Ramon",13:22,1,1,100%,1,2,50%,0,0,0%,1,1,2,0,2,0,0,0,5
"Soto, Joseph",23:39,0,3,0%,0,3,0%,0,0,0%,0,4,4,8,1,1,1,0,0
"Daniels, Will",24:59,3,6,50%,3,7,43%,3,4,75%,3,1,4,0,3,3,0,0,18
"Carmona, Alejandro 'Bimbo'",4:20,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Colón, Alexis 'Bebo'",24:25,0,0,0%,2,4,50%,0,0,0%,0,3,3,3,0,2,1,0,6
"Hernández, Luis 'Pelacoco'",24:36,8,14,57%,0,0,0%,3,4,75%,7,6,13,0,2,2,2,0,19
"Polo, Tyler",29:28,1,4,25%,2,5,40%,0,0,0%,2,2,4,1,3,1,0,0,8
"Díaz, Jorge Brian",12:43,0,1,0%,0,0,0%,2,3,67%,0,4,4,1,0,0,0,1,2
"Sanabria, Jorge",3,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Emory, Carlos",11:13,3,3,100%,0,2,0%,0,2,0%,1,2,3,0,1,3,0,0,6
Totals:,,19,40,48%,9,30,30%,8,13,62%,15,30,45,15,15,18,4,1,73
