Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Robin",1:59,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,3,0,0,2
"Santos, KJ",6:21,0,1,0%,0,1,0%,1,2,50%,0,0,0,0,3,2,0,0,1
"Rodriguez, Jose G.",32:23,8,12,67%,1,3,33%,3,5,60%,2,17,19,0,1,1,3,0,22
"Daniels, Will",28:01,1,5,20%,2,2,100%,3,4,75%,0,3,3,5,3,0,1,0,11
"Howard, Jordan",31:07,5,8,63%,3,5,60%,0,0,0%,1,0,1,2,1,4,2,0,19
"Belardo, Gabriel J.",30:46,5,9,56%,0,2,0%,2,2,100%,0,1,1,8,3,2,0,0,12
"Penn, Kleon",15:55,2,2,100%,0,0,0%,0,0,0%,0,1,1,0,3,1,0,2,4
"Piñeiro, Juan Pablo",7:44,1,2,50%,0,0,0%,0,0,0%,0,3,3,1,0,0,0,0,2
"Benson, Anthony M.",1:59,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,1,0,1,0
"Fillyaw, Marcus",14:31,0,0,0%,0,1,0%,2,2,100%,0,0,0,4,1,1,3,0,2
"McCauley, Ben",29:14,3,5,60%,2,5,40%,5,5,100%,3,2,5,1,4,1,0,0,17
Totals:,,26,45,58%,8,19,42%,16,20,80%,6,27,33,21,21,16,9,3,92
