Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",1:15,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Gonzalez, Javier",15:30,3,3,100%,2,4,50%,0,0,0%,1,0,1,0,2,1,0,0,12
"Doolittle, Kristian",35:19,1,3,33%,3,9,33%,0,0,0%,1,5,6,3,1,2,1,0,11
"Rodriguez, Angel Daniel",35:30,1,6,17%,1,5,20%,0,1,0%,1,5,6,10,4,3,2,0,5
"Santiago, Jr., Benito",27:59,2,2,100%,2,3,67%,0,0,0%,0,4,4,3,4,1,1,0,10
"Hernandez, Dewan",29:17,7,14,50%,1,1,100%,5,6,83%,6,1,7,1,3,1,1,1,22
"Pearson, Ryan",4:41,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Romero, Ismael",16:45,2,7,29%,0,0,0%,0,0,0%,4,1,5,0,3,1,1,1,4
"Mojica, Javier",33:44,6,11,55%,4,6,67%,1,1,100%,3,4,7,2,1,0,2,0,25
Totals:,,22,47,47%,13,29,45%,6,8,75%,16,20,36,19,18,9,9,2,89
