Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Collier, Devon",33:40,3,9,33%,2,3,67%,2,2,100%,1,1,2,2,1,5,1,0,14
"Acosta, Nikko",6:36,0,3,0%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,0
"De Jesus, Felix",3:38,0,1,0%,0,0,0%,0,0,0%,1,3,4,0,0,0,0,0,0
"Abraham, Ryann",13:54,1,4,25%,1,3,33%,0,0,0%,0,0,0,0,2,1,0,0,5
"Maldonado, Hector Luis",9:02,0,2,0%,1,5,20%,0,0,0%,0,1,1,1,1,0,0,0,3
"Han, Francis Jonathan",26:05,0,2,0%,0,1,0%,0,0,0%,2,3,5,7,2,3,3,0,0
"Cotto, Rubén",8:10,0,1,0%,2,4,50%,0,0,0%,1,0,1,0,0,0,0,0,6
"Beltran, Derick",8:39,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,0,1,1,0,2
"Diaz, Gary",3:10,0,0,0%,0,0,0%,1,2,50%,0,1,1,0,0,0,0,0,1
"Johnson, Dane",33:23,4,9,44%,0,0,0%,4,10,40%,3,5,8,0,3,3,2,0,12
"Imes, David",20:12,2,3,67%,0,0,0%,0,0,0%,0,2,2,3,1,0,0,0,4
"Gaines, Frank",33:24,3,8,38%,2,6,33%,4,4,100%,0,3,3,1,2,3,4,0,16
Totals:,,14,44,32%,8,22,36%,11,18,61%,9,19,28,14,13,16,11,0,63
