Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",12:15,3,5,60%,0,0,0%,2,2,100%,1,2,3,0,1,1,1,0,8
"Gonzalez, Javier",33:22,3,8,38%,1,3,33%,2,2,100%,0,0,0,6,2,2,1,0,11
"Ledo, Ricardo",29:02,4,9,44%,2,7,29%,3,3,100%,2,5,7,4,1,4,3,0,17
"Dawson, Eric",27:10,5,11,45%,0,1,0%,1,1,100%,4,6,10,1,1,1,2,0,11
"Rodriguez, Angel Daniel",16:05,0,2,0%,1,3,33%,0,0,0%,0,1,1,2,4,4,2,0,3
"Carattini, Víctor",2:36,0,0,0%,0,1,0%,0,0,0%,1,0,1,0,0,1,0,0,0
"Galindo, Alex",12:10,0,1,0%,1,2,50%,0,0,0%,0,0,0,0,2,1,0,1,3
"Clemente, Ramon",10:56,1,2,50%,1,1,100%,0,0,0%,0,0,0,0,2,1,0,0,5
"Romero, Ismael",29:36,8,15,53%,0,0,0%,0,1,0%,4,10,14,0,3,2,1,0,16
"Mojica, Javier",26:42,2,5,40%,0,4,0%,0,0,0%,0,6,6,3,2,1,1,0,4
Totals:,,26,58,45%,6,22,27%,8,9,89%,12,30,42,16,18,18,11,1,78
