Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",6:31,0,0,0%,0,0,0%,0,0,0%,0,0,0,2,1,0,0,0,0
"Reyes, Angelo",26:38,3,8,38%,1,5,20%,0,0,0%,1,3,4,2,2,2,1,2,9
"Thomas, Malcolm",16:06,2,4,50%,0,0,0%,0,0,0%,1,5,6,1,3,2,0,0,4
"Polynice, Eniel",38:31,7,10,70%,0,3,0%,4,6,67%,0,6,6,7,3,3,3,1,18
"Orozco, William",32:16,3,5,60%,5,8,63%,0,0,0%,2,5,7,2,3,0,2,0,21
"Sanchez, Kennel",16:11,4,5,80%,0,2,0%,0,0,0%,2,2,4,0,1,0,0,0,8
"Guzmán, Ánsel",33:28,4,7,57%,0,4,0%,3,4,75%,2,2,4,4,1,2,0,0,11
"Graham, Paul",25:16,1,3,33%,4,7,57%,2,2,100%,0,4,4,0,0,0,0,0,16
"O'Bryant, Orin",4:57,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,2,0,0,0,2
Totals:,,25,43,58%,10,29,34%,9,12,75%,8,28,36,18,16,9,6,3,89
