Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",33:11,5,7,71%,1,5,20%,2,4,50%,0,2,2,6,2,5,1,0,15
"Berdiel, Miguel 'Ali'",16:51,2,3,67%,2,3,67%,1,2,50%,1,1,2,2,4,0,3,0,11
"McGhee, Aaron",35:52,2,5,40%,1,3,33%,5,6,83%,1,8,9,2,1,5,0,0,12
"Polo, Tyler",11:18,1,1,100%,0,1,0%,0,0,0%,0,0,0,1,0,0,1,0,2
"Abraham, Ryann",0:51,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,1,0,0
"Villegas, Samuel",19:17,2,4,50%,1,2,50%,0,0,0%,0,0,0,0,4,0,0,0,7
"Santiago, Eddin",29:17,1,3,33%,2,3,67%,0,0,0%,0,3,3,3,3,0,1,0,8
"Valencia, Florentino",14:52,1,4,25%,0,0,0%,0,0,0%,1,3,4,1,5,1,1,0,2
"Garcia, Charles",14:42,1,4,25%,0,0,0%,1,2,50%,1,2,3,0,0,1,0,0,3
"Williams, Terrence",23:45,3,4,75%,5,11,45%,2,6,33%,0,1,1,1,0,1,1,0,23
Totals:,,18,35,51%,12,28,43%,11,20,55%,4,20,24,17,19,13,9,0,83
