Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",24:14,3,4,75%,1,4,25%,0,1,0%,0,1,1,6,3,3,2,0,9
"Pellot, Jesse",11:07,1,2,50%,1,4,25%,0,0,0%,0,2,2,2,1,0,1,0,5
"Dalmau, Christian",25,2,5,40%,1,3,33%,2,4,50%,0,3,3,3,2,0,0,0,9
"Oriakhi, Alex",37:49,8,12,67%,0,0,0%,0,4,0%,3,8,11,2,1,2,1,0,16
"Sanabria, Jorge",3:54,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Polo, Tyler",1:59,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,0
"Hernandez, Hector",31:04,2,3,67%,0,4,0%,0,0,0%,1,3,4,3,3,1,2,3,4
"Gierbolini, Joel",1:30,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Graham, Paul",1:33,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Franklin, Alexander",35:46,2,6,33%,3,4,75%,2,4,50%,1,5,6,1,3,0,1,0,15
"Gonzalez, Javier",25:58,1,5,20%,3,4,75%,0,0,0%,0,0,0,6,4,2,0,0,11
Totals:,,19,39,49%,9,23,39%,4,13,31%,6,22,28,23,17,9,7,3,69
