Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",2:29,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Reyes, Angelo",5:01,1,3,33%,0,0,0%,0,0,0%,0,0,0,1,3,2,0,0,2
"Thomas, Malcolm",30:29,5,9,56%,0,0,0%,1,2,50%,4,5,9,1,5,5,0,1,11
"Polynice, Eniel",38:32,5,8,63%,2,3,67%,0,0,0%,0,4,4,7,0,5,1,1,16
"Orozco, William",9:17,2,2,100%,2,3,67%,0,0,0%,0,0,0,0,3,1,0,0,10
"Guzmán, Ánsel",37:30,2,8,25%,1,4,25%,5,8,63%,1,3,4,7,1,2,3,0,12
"Graham, Paul",36:26,2,4,50%,2,4,50%,0,0,0%,0,2,2,1,2,0,2,0,10
"Acevedo, Angel 'Mutombo'",5:01,1,1,100%,0,1,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Wilkerson, Tyler",35:11,4,6,67%,2,7,29%,3,4,75%,1,10,11,6,2,4,1,1,17
Totals:,,22,41,54%,9,22,41%,9,14,64%,7,24,31,23,16,19,7,3,80
