Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"O'Bryant, Orin",5:02,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Akindele, Jeleel",34:57,10,15,67%,0,0,0%,6,8,75%,2,12,14,3,4,4,1,1,26
"Tucker, Clay",38:36,0,5,0%,2,7,29%,0,0,0%,0,0,0,3,1,4,1,0,6
"Berdiel, Miguel 'Ali'",23:45,0,2,0%,0,2,0%,2,2,100%,0,2,2,5,3,1,0,0,2
"Torres, Andres",5:47,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,1,1,0,0,0
"Sanabria, Jorge",13:10,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,4,0,1,0,2
"Carattini, Víctor",1:50,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Villegas, Samuel",15:47,0,0,0%,0,3,0%,0,0,0%,0,0,0,3,0,0,2,0,0
"Santiago, Eddin",21:02,0,1,0%,1,1,100%,0,0,0%,1,2,3,6,3,2,1,0,3
"Ramos, Peter John",40,12,19,63%,0,0,0%,6,7,86%,3,9,12,0,2,4,1,0,30
Totals:,,23,45,51%,3,13,23%,14,17,82%,7,27,34,20,19,16,7,1,69
