Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"DeLeon, Adris",22:16,3,5,60%,0,1,0%,0,1,0%,1,1,2,0,3,0,1,0,6
"Lee, Carmelo Antrone",26:21,4,5,80%,0,4,0%,1,2,50%,3,0,3,2,1,0,1,1,9
"García, Jonathan",17:43,0,3,0%,0,1,0%,0,0,0%,1,1,2,1,1,1,0,0,0
"Reyes, Angelo",21:37,2,3,67%,0,1,0%,3,4,75%,2,2,4,1,2,1,1,1,7
"Colón, Alexis 'Bebo'",21:11,0,1,0%,0,3,0%,1,2,50%,1,3,4,0,3,1,2,0,1
"Rivera, Alexander",2:16,0,0,0%,1,1,100%,2,2,100%,1,0,1,0,0,0,0,0,5
"Butler, Nathaniel",2:16,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Díaz, Jorge Brian",24:53,4,9,44%,0,0,0%,0,0,0%,2,5,7,0,3,1,1,2,8
"Meléndez, Ricardo 'Ricky'",7:45,1,1,100%,0,1,0%,0,0,0%,1,0,1,1,0,0,0,0,2
"Shannon, Terrence",19:40,3,6,50%,0,1,0%,3,4,75%,2,1,3,1,2,2,0,1,9
"Huertas, David",33:57,3,6,50%,1,6,17%,8,8,100%,0,3,3,1,1,3,2,0,17
Totals:,,20,39,51%,2,20,10%,18,23,78%,14,17,31,7,16,9,8,5,64
