Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mac, Sheldon",34:24,9,13,69%,2,6,33%,6,6,100%,1,1,2,1,3,1,5,0,30
"Conditt IV, George",34:56,4,7,57%,0,1,0%,2,2,100%,0,12,12,1,2,2,0,0,10
"Carmona, Alejandro 'Bimbo'",4:07,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Aminu, Alade",32:10,6,12,50%,0,0,0%,4,7,57%,6,7,13,0,3,1,0,0,16
"Guitián, José",5:04,0,0,0%,0,0,0%,0,0,0%,1,1,2,0,0,1,0,0,0
"Cruz, Jesus",21:39,1,3,33%,1,2,50%,0,0,0%,0,1,1,0,0,1,1,0,5
"Rodriguez, Ernesto",4:42,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,2,0,1,0,0
"Franklin, Alexander",25:12,0,2,0%,1,2,50%,1,2,50%,1,2,3,0,5,2,0,0,4
"Waters, Tremont",37:44,3,8,38%,2,8,25%,5,5,100%,0,2,2,12,1,5,2,0,17
Totals:,,23,45,51%,6,20,30%,18,22,82%,9,27,36,14,16,13,9,0,82
