Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Brown, Gilbert",40,6,8,75%,0,3,0%,3,5,60%,2,4,6,3,3,4,0,1,15
"Leon, Nick",7:16,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,2
"Horne, Jamelle",35:57,5,8,63%,1,6,17%,3,4,75%,0,7,7,0,2,1,0,0,16
"Carmona, Alejandro 'Bimbo'",40,4,7,57%,0,0,0%,0,0,0%,1,7,8,3,4,1,2,0,8
"Clemente, Denis",32:43,4,6,67%,3,7,43%,2,2,100%,0,1,1,4,1,3,2,0,19
"Scott, Seth",13:15,1,3,33%,0,2,0%,0,0,0%,1,1,2,0,2,3,1,0,2
"Valenzuela, Hector",4:02,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Penn, Kleon",26:44,5,6,83%,0,0,0%,0,2,0%,3,2,5,2,2,1,0,2,10
Totals:,,26,40,65%,4,18,22%,8,13,62%,7,23,30,12,15,14,5,3,72
