Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Graham, Paul",13:15,2,3,67%,0,0,0%,1,1,100%,1,1,2,1,0,1,0,0,5
"Fontan, Jio",29,3,7,43%,0,2,0%,2,4,50%,0,0,0,6,1,3,1,0,8
"Rosas, Samuel",10:59,1,3,33%,0,0,0%,0,0,0%,0,2,2,0,0,0,2,0,2
"Strong, Carlos",30:58,4,10,40%,0,4,0%,2,4,50%,2,3,5,0,4,1,3,0,10
"Portalatin, Wayne",6:28,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,4,0,0,0,2
"Liz, Víctor",11:29,2,4,50%,0,0,0%,1,1,100%,0,3,3,0,2,1,0,0,5
"Garcia, Charles",23:58,5,11,45%,0,0,0%,8,9,89%,2,5,7,1,4,1,1,3,18
"De Jesus, Manuel",26:20,1,2,50%,3,7,43%,0,0,0%,0,1,1,0,4,0,0,0,11
"Guitián, José",10:23,0,2,0%,1,3,33%,1,2,50%,2,0,2,1,3,0,0,0,4
"Hickerson, LeRoy",37:05,9,16,56%,0,0,0%,4,4,100%,3,6,9,3,3,1,0,1,22
Totals:,,28,59,47%,4,16,25%,19,25,76%,10,21,31,12,25,8,7,4,87
