Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",24:52,9,11,82%,3,6,50%,4,4,100%,0,1,1,3,3,1,1,0,31
"Hinson, Darnell",25:36,1,3,33%,4,4,100%,0,0,0%,0,3,3,4,3,1,1,0,14
"Wilkins, Damien",34:56,3,8,38%,1,4,25%,2,2,100%,1,3,4,6,1,1,2,2,11
"Torres, Julio",4:20,0,2,0%,0,1,0%,2,2,100%,0,1,1,0,1,1,0,0,2
"Fillyaw, Marcus",17:04,4,5,80%,0,4,0%,0,0,0%,0,2,2,3,3,0,0,1,8
"Sánchez, Ricardo 'Ricky'",35:39,1,1,100%,5,10,50%,0,0,0%,0,11,11,2,2,0,1,0,17
"Nieves, Joel",12:33,0,1,0%,1,2,50%,0,0,0%,0,1,1,1,2,0,0,0,3
"Wade, Lorenzo",23:09,5,8,63%,1,1,100%,0,0,0%,2,1,3,3,3,2,0,1,13
"Penn, Kleon",21:48,2,3,67%,0,0,0%,0,0,0%,3,4,7,1,3,2,1,3,4
Totals:,,25,42,60%,15,32,47%,8,8,100%,6,27,33,23,21,8,6,7,103
