Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rolón, Tyquan",22:07,2,6,33%,0,0,0%,4,6,67%,3,2,5,2,2,0,1,2,8
"Guerra, Kylan",6:56,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Efejuku-Rose, Weyinmi",7:36,1,2,50%,0,2,0%,2,2,100%,0,0,0,0,1,0,0,0,4
"Jones, Terrence",36:38,8,17,47%,0,2,0%,9,14,64%,3,10,13,4,3,6,1,2,25
"Han, Francis Jonathan",28:26,0,2,0%,1,2,50%,2,2,100%,0,4,4,3,2,2,1,0,5
"Nuñez, Angel",39:03,4,8,50%,1,6,17%,1,1,100%,0,3,3,1,0,4,2,0,12
"Butler, Nathaniel",22:33,2,3,67%,0,0,0%,2,4,50%,3,3,6,1,1,2,0,0,6
"Stockton, David",36:41,3,5,60%,2,5,40%,6,6,100%,0,6,6,4,3,2,0,0,18
Totals:,,20,44,45%,4,17,24%,26,35,74%,9,28,37,15,12,16,5,4,78
