Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diogu, Ike",34:45,9,20,45%,1,2,50%,2,2,100%,0,5,5,1,2,3,0,0,23
"Fortuna, Elpidio Manuel",20:19,3,3,100%,0,2,0%,2,2,100%,1,6,7,0,2,0,1,0,8
"Figueroa, Carlos",0:04,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosario, Mike",12:24,1,3,33%,1,2,50%,0,0,0%,0,0,0,3,1,0,0,0,5
"De Jesús, Jezreel",0:04,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Lopez, Ivan",0:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Colon, Gabriel 'Pirulo'",8:52,2,3,67%,0,0,0%,1,1,100%,0,0,0,2,1,0,1,0,5
"Apodaca, Rick",25:54,0,2,0%,0,3,0%,0,0,0%,0,2,2,4,1,0,1,0,0
"Emory, Carlos",20:54,1,3,33%,0,0,0%,4,4,100%,3,4,7,1,2,1,0,1,6
"Rivera, Carlos Rubén",29:18,1,5,20%,2,3,67%,0,0,0%,0,1,1,4,3,3,3,0,8
"Santiago, Eddin",10:41,0,0,0%,0,1,0%,0,0,0%,1,1,2,0,0,0,1,0,0
"Harris, Mike",36:33,8,17,47%,1,3,33%,3,6,50%,5,10,15,0,1,4,1,0,22
Totals:,,25,56,45%,5,16,31%,12,15,80%,10,29,39,15,13,11,8,1,77
