Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",20:15,2,6,33%,0,2,0%,2,2,100%,0,1,1,1,0,1,0,0,6
"Laury, David",22:50,5,10,50%,0,0,0%,1,4,25%,2,10,12,5,2,3,1,1,11
"Rodriguez, Jose G.",23:49,1,5,20%,4,6,67%,1,2,50%,0,3,3,0,3,4,1,0,15
"Gonzalez, Javier",33:24,2,4,50%,2,4,50%,0,0,0%,0,2,2,7,0,1,0,0,10
"Berdiel, Miguel 'Ali'",27:46,2,3,67%,3,7,43%,3,5,60%,0,4,4,4,4,4,1,0,16
"Penn, Kleon",13:46,2,4,50%,0,0,0%,0,0,0%,4,3,7,1,1,0,1,2,4
"Piñeiro, Juan Pablo",8:50,1,1,100%,0,0,0%,2,2,100%,1,0,1,1,2,1,0,0,4
"Basabe, Melsahn",6:09,1,1,100%,0,0,0%,2,3,67%,0,4,4,0,0,2,0,1,4
"Fillyaw, Marcus",11:23,0,0,0%,1,1,100%,0,0,0%,0,3,3,2,4,2,1,0,3
"Wesley, Tai",31:43,7,12,58%,1,1,100%,1,2,50%,6,3,9,2,4,1,1,2,18
Totals:,,23,46,50%,11,21,52%,12,20,60%,13,33,46,23,20,19,6,6,91
