Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",25:50,8,10,80%,0,3,0%,4,4,100%,1,1,2,2,3,0,1,0,20
"Suárez, Rasham",26:45,0,1,0%,1,3,33%,0,0,0%,0,3,3,12,1,0,1,0,3
"Johnson, Brice",22:10,5,11,45%,2,4,50%,2,2,100%,4,10,14,2,1,0,0,0,18
"Sanabria, Jorge",12:55,2,3,67%,0,1,0%,0,0,0%,2,0,2,0,1,1,0,0,4
"Martínez, Wil",33:46,4,10,40%,5,9,56%,0,0,0%,1,0,1,2,1,3,0,0,23
"Rhett, MJ",25:05,1,5,20%,0,0,0%,0,2,0%,4,3,7,1,4,4,0,0,2
"Ruiz, Jared",23:41,1,4,25%,1,4,25%,2,2,100%,0,3,3,5,1,0,2,0,7
"Collier, Devon",29:45,3,11,27%,1,2,50%,3,5,60%,4,2,6,2,4,3,3,1,12
Totals:,,24,55,44%,10,26,38%,11,15,73%,16,22,38,26,16,11,7,1,89
