Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",32:14,7,9,78%,0,0,0%,0,0,0%,3,4,7,1,4,1,1,1,14
"Allende, Leandro",0:26,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Maura, Kevin 'K.J.'",23:40,4,6,67%,3,4,75%,0,0,0%,3,1,4,6,1,0,2,0,17
"Rudd, Victor",36:11,3,7,43%,4,9,44%,3,5,60%,0,5,5,5,1,2,1,0,21
"Holland, John",25:38,0,1,0%,4,7,57%,0,0,0%,1,5,6,2,2,2,1,0,12
"Abreu, Álex",15:54,0,2,0%,0,1,0%,4,4,100%,0,1,1,3,1,1,0,0,4
"Clavell, Gilberto",24:47,0,7,0%,0,3,0%,0,0,0%,2,0,2,1,5,1,1,0,0
"Rivas, Juan Ramón",2:47,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Andújar, Emmanuel 'Emmy'",34:34,5,9,56%,1,4,25%,3,3,100%,2,3,5,1,4,1,1,0,16
"Burgos, Jeffrey Daniel",3:49,0,0,0%,0,1,0%,2,2,100%,0,1,1,0,0,0,0,0,2
Totals:,,19,41,46%,12,29,41%,12,14,86%,11,20,31,19,19,9,7,1,86
