Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Galindo, Alex",32:50,1,2,50%,6,12,50%,6,6,100%,0,6,6,1,0,1,0,0,26
"Rodriguez, Andres",28:29,1,3,33%,2,2,100%,0,0,0%,1,0,1,6,3,1,0,0,8
"Pagan, Wilfredo",11:39,0,2,0%,0,2,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Villafane, Luis",19:30,0,1,0%,0,0,0%,0,0,0%,1,2,3,1,3,0,0,0,0
"Santiago, Daniel 'Danny'",23:36,1,6,17%,0,0,0%,0,0,0%,0,1,1,0,3,0,1,0,2
"Jackson, David 'Mooch'",20:57,4,6,67%,0,1,0%,6,6,100%,1,6,7,1,3,3,2,0,14
"Mojica, Javier",27:40,5,8,63%,1,2,50%,3,3,100%,1,3,4,4,3,1,0,0,16
"Williams, Leon V.",35:16,5,9,56%,0,0,0%,5,5,100%,2,4,6,1,3,2,2,3,15
Totals:,,17,37,46%,9,19,47%,20,20,100%,6,23,29,14,20,8,5,3,81
