Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rolón, Tyquan",4:08,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Austin, Isaiah",34:16,5,10,50%,1,2,50%,0,0,0%,2,6,8,1,3,4,0,3,13
"Hamilton, Daniel",28:53,4,8,50%,3,8,38%,1,1,100%,1,5,6,3,3,2,1,1,18
"Berdiel, Miguel 'Ali'",32:20,4,10,40%,0,3,0%,2,3,67%,0,7,7,5,3,0,3,0,10
"Efejuku-Rose, Weyinmi",7:32,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,0,1,0,0,0
"Han, Francis Jonathan",35:52,0,1,0%,1,3,33%,0,0,0%,0,1,1,3,1,4,2,0,3
"Christmas, Rakeem",26:08,5,10,50%,0,0,0%,2,2,100%,5,0,5,0,4,5,0,3,12
"Emory, Carlos",15:08,1,3,33%,0,2,0%,0,0,0%,2,4,6,1,0,1,0,1,2
"Alamo, Angel 'Junito'",15:43,2,5,40%,1,2,50%,0,0,0%,0,0,0,0,3,1,0,0,7
Totals:,,21,47,45%,6,20,30%,5,6,83%,10,24,34,15,17,18,6,8,65
