Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Akindele, Jeleel",27:19,3,6,50%,0,0,0%,6,7,86%,2,5,7,5,3,2,0,0,12
"Tucker, Clay",35:32,1,6,17%,3,9,33%,1,2,50%,0,3,3,3,0,1,2,0,12
"Berdiel, Miguel 'Ali'",31:22,1,2,50%,1,3,33%,1,1,100%,1,3,4,5,4,1,0,0,6
"Torres, Andres",17:08,0,0,0%,0,2,0%,1,2,50%,1,1,2,1,1,0,2,1,1
"Pellot, Jesse",24:54,4,7,57%,0,4,0%,0,0,0%,1,1,2,2,3,0,1,0,8
"Sanabria, Jorge",10:48,3,3,100%,0,1,0%,2,2,100%,1,1,2,0,1,0,1,1,8
"Carattini, Víctor",0:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Garcia, Francisco",19:17,1,2,50%,2,7,29%,0,1,0%,0,1,1,3,4,0,1,0,8
"Ramos, Peter John",33:29,8,16,50%,0,0,0%,4,5,80%,4,5,9,2,1,5,0,1,20
Totals:,,21,42,50%,6,26,23%,15,20,75%,10,20,30,21,17,9,7,3,75
