Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Buycks, Dwight",30:42,5,10,50%,2,4,50%,4,4,100%,0,3,3,4,3,2,0,0,20
"Paige, Jaysean",36:13,5,13,38%,2,5,40%,1,2,50%,0,6,6,3,1,0,2,1,17
"Jenkins, Lorenzo",19:34,2,4,50%,0,0,0%,0,0,0%,1,2,3,2,0,1,1,0,4
"Ramos, Enrique",5:27,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,3,0,0,0,0
"Cintron, Jordan",35:05,3,7,43%,1,1,100%,0,1,0%,3,8,11,4,3,0,1,1,9
"Ruiz, Jared",34:35,2,5,40%,2,4,50%,2,5,40%,1,4,5,2,3,2,1,0,12
"Basabe, Melsahn",23:51,4,8,50%,0,1,0%,1,4,25%,2,4,6,0,1,1,0,2,9
"Pizarro, Christian Jomar",14:33,3,4,75%,0,2,0%,0,4,0%,0,0,0,1,4,1,0,0,6
Totals:,,24,52,46%,7,17,41%,8,20,40%,7,28,35,16,18,7,5,4,77
