Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",20:49,2,4,50%,1,4,25%,5,5,100%,0,1,1,2,0,1,0,0,12
"Mendoza, Rigoberto",26:44,3,3,100%,2,3,67%,0,0,0%,1,7,8,4,2,1,0,0,12
"Maura, Kevin 'K.J.'",10:10,0,1,0%,1,1,100%,0,0,0%,0,2,2,1,3,1,0,0,3
"Rudd, Victor",33:51,0,4,0%,3,6,50%,2,2,100%,0,5,5,1,2,3,0,1,11
"Holland, John",21:04,1,2,50%,4,5,80%,2,2,100%,0,3,3,0,3,3,0,1,16
"Abreu, Álex",22:17,2,3,67%,0,2,0%,4,4,100%,0,2,2,8,3,2,1,0,8
"Clavell, Gilberto",26:35,3,4,75%,3,5,60%,3,4,75%,0,2,2,1,3,1,0,1,18
"Rivas, Juan Ramón",7:47,0,0,0%,0,1,0%,0,0,0%,0,2,2,1,0,0,0,0,0
"Andújar, Emmanuel 'Emmy'",30:43,4,5,80%,1,1,100%,4,5,80%,0,7,7,2,2,4,1,0,15
Totals:,,15,26,58%,15,28,54%,20,22,91%,1,31,32,20,18,16,2,3,95
