Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Galindo, Alex",33:47,2,4,50%,3,6,50%,2,2,100%,0,4,4,0,1,4,0,2,15
"Sosa, Edgar",32:45,4,7,57%,1,6,17%,0,1,0%,0,3,3,2,3,4,1,0,11
"Villafane, Luis",23:18,3,4,75%,0,0,0%,0,0,0%,1,2,3,0,5,1,1,1,6
"Sánchez, Ricardo 'Ricky'",26:29,1,1,100%,2,3,67%,0,0,0%,0,2,2,3,3,3,0,2,8
"Polo, Tyler",6:46,2,2,100%,0,0,0%,0,0,0%,0,0,0,0,4,0,0,0,4
"Orozco, William",18:08,1,3,33%,1,4,25%,2,2,100%,2,3,5,1,2,0,0,1,7
"Jackson, David 'Mooch'",33:05,7,9,78%,2,3,67%,2,2,100%,2,2,4,5,4,0,1,0,22
"Han, Francis Jonathan",13:22,0,1,0%,0,0,0%,1,2,50%,0,2,2,2,0,4,0,0,1
"Elegar, Frank",12:15,1,3,33%,0,0,0%,0,0,0%,1,2,3,0,0,1,0,0,2
Totals:,,21,34,62%,9,22,41%,7,9,78%,6,20,26,13,22,17,3,6,76
