Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Robinson, Thomas",27:25,9,15,60%,0,0,0%,2,3,67%,5,2,7,3,4,4,0,1,20
"Gaines, Frank",34,4,5,80%,1,5,20%,3,4,75%,1,5,6,0,4,2,2,0,14
"Tejada, Lance",7:40,0,0,0%,1,1,100%,0,0,0%,0,2,2,0,0,0,0,0,3
"Clemente, Denis",16:44,3,4,75%,0,1,0%,1,2,50%,1,1,2,2,2,3,1,0,7
"Rivera, Filiberto",23:44,3,4,75%,2,2,100%,1,3,33%,0,1,1,7,1,1,1,0,13
"Sosa, Isaac",25:24,2,7,29%,0,2,0%,0,0,0%,0,1,1,2,2,0,1,0,4
"Smith, Donta",34:18,4,4,100%,2,4,50%,2,2,100%,0,4,4,2,3,4,1,0,16
"Garcia, Angel 'Piwi'",12:35,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,4,0,0,0,2
"Barea, José Juan",18:10,5,8,63%,0,1,0%,1,3,33%,0,1,1,6,3,3,1,0,11
Totals:,,31,48,65%,6,17,35%,10,17,59%,7,17,24,22,23,17,7,1,90
